Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
19-032352,2019-07,07/06/2019 01:37,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,6314,POTOMAC ST,9, , ,6314,POTOMAC,878296,1006877
19-032103,2019-07,07/06/2019 01:45,Y, , ,1, ,103000,2,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,3659,S GRAND BLVD,15, , ,3659,GRAND,893221.4,1004014
19-032102,2019-07,07/06/2019 01:50,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,721,N TUCKER BLVD,36, ,@ SHELL GAS STATION,721,TUCKER,906857.6,1019492
19-034132,2019-07,07/06/2019 02:40,Y, , ,1, , 51212,6,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED,5710,PARK LN,73, , ,5710,PARK,891364.1,1047132
19-032108,2019-07,07/06/2019 02:50,Y, , ,1, , 83000,6,ARSON-KNOWINGLY BURNING/SUCCESS,0,E CARRIE AVE / HALL ST,79, , , , ,902842.4,1040121
19-032180,2019-07,07/06/2019 02:55,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,19TH ST / DELMAR BLVD,36, , , , ,904276.1,1020300
19-032106,2019-07,07/06/2019 03:00,Y, , ,1, , 91303,4,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,3200,DODIER ST,59, ,ALIAS GARRISON/ST LOUIS, , ,900660.3,1027713
19-032109,2019-07,07/06/2019 03:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,6070,HARNEY AVE,76,CHURCH HOUSE MINISTRIES, ,6070,HARNEY,889950,1046354
19-032111,2019-07,07/06/2019 03:15,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,5053,TENNESSEE AVE,16, , ,5053,TENNESSEE,891418.6,996965
19-032110,2019-07,07/06/2019 03:18,Y, , ,1, , 38112,4,ROBBERY CARJACKING /FIREARM USED/ATTEMPT,0,GLASGOW AVE / HEBERT ST,59, , , , ,901720.8,1028458
19-032113,2019-07,07/06/2019 04:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,E GRAND AVE / I 70 EASTBOUND,66, , , , ,904580.1,1034005
19-032283,2019-07,07/06/2019 07:35,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,S 2ND ST / POPLAR ST,35, , , , ,909437.9,1014771
19-032122,2019-07,07/06/2019 07:49,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",8715,ANNETTA ST,74, , ,8715,ANNETTA,894888.2,1049754
19-032125,2019-07,07/06/2019 08:09,Y, , ,1, , 69711,6,LARCENY-ALL OTHER UNDER $500  /ATTEMPT,1158,RIVERVIEW BLVD,74, , ,1158,RIVERVIEW,894934.4,1051959
19-033577,2019-07,07/06/2019 09:00,Y, , ,1, , 52312,1,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,5400,GRAVOIS AVE,5, , ,5400,GRAVOIS,886087.7,999781.7
19-032128,2019-07,07/06/2019 09:20,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,CHOUTEAU AVE / S GRAND BLVD,31, , , , ,895428.6,1016901
19-032131,2019-07,07/06/2019 09:28,Y, , ,1, ,130000,1,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4355,S BROADWAY,17, , , , ,896676.4,998998.5
19-032278,2019-07,07/06/2019 09:30,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5331,TERRY AVE,50, , ,5331,TERRY,887816,1034417
19-033254,2019-07,07/06/2019 10:00,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,224,STEINS ST,2, , ,7000,BROADWAY,889200.5,988470.8
19-032344,2019-07,07/06/2019 10:30,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,CARTER AVE / N EUCLID AVE,69, , , , ,893548.3,1037878
19-032186,2019-07,07/06/2019 11:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,N 6TH ST / WASHINGTON AVE,35, , ,605,WASHINGTON,908954.4,1018431
19-032148,2019-07,07/06/2019 11:30,Y, , ,1, , 63701,5,LARCENY-SHOPLIFT UNDER $500,1225,UNION BLVD,48, ,@WALGREENS - 1225 UNION,1225,UNION,885132.9,1029391
19-032440,2019-07,07/06/2019 11:30,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",4344,DR MARTIN LUTHER KING DR,58, , ,4344,DR MARTIN LUTHER KING,893273.3,1027743
19-032149,2019-07,07/06/2019 11:40,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N JEFFERSON AVE / OLIVE ST,36, , , , ,901826.8,1019515
19-032168,2019-07,07/06/2019 11:50,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,3573,BAMBERGER AVE,15,AMERICAS  BEST CONTACTS AND EYE GLA, ,3573,BAMBERGER,891948.5,1004428
19-035124,2019-07,07/06/2019 12:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,5710,PARK LN,73, , ,5710,PARK,891364.1,1047132
19-032239,2019-07,07/06/2019 12:00,Y, , ,1, , 51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5008,RUSKIN AVE,71, , ,5008,RUSKIN,892726.1,1039731
19-032469,2019-07,07/06/2019 12:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,5917,DELMAR BLVD,48, , ,5917,DELMAR,879781.1,1027407
19-032316,2019-07,07/06/2019 12:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5404,VERNON AVE,49, , ,5404,VERNON,884339.6,1028774
19-036437,2019-07,07/06/2019 12:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1500,LAFAYETTE AVE,33, , ,1500,LAFAYETTE,903565.4,1012169
19-032154,2019-07,07/06/2019 12:00,Y, , ,1, , 31421,3,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,1500,LAFAYETTE AVE,33,FIELDS FOODS, ,1500,LAFAYETTE,903565.4,1012169
19-032185,2019-07,07/06/2019 12:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,3728,KEOKUK ST,16, , ,3778,KEOKUK,892146,1002452
19-033522,2019-07,07/06/2019 12:00,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,120,QUINCY ST,1, , ,120,QUINCY,890608.9,989976.6
19-034037,2019-07,07/06/2019 12:00,Y, , ,1, , 52312,2,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,1532,TOWER GROVE AVE,28,REGAL FOOD MARKET, ,1532,TOWER GROVE,890155.6,1015146
19-032510,2019-07,07/06/2019 12:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,4873,WOODSTOCK AVE,76, , ,4873,WOODSTOCK,888132.6,1044012
19-032748,2019-07,07/06/2019 12:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,S BROADWAY / CLARK AVE,35, , , , ,908504.1,1015938
19-032156,2019-07,07/06/2019 12:12,Y, , ,1, , 31421,2,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,3202,S KINGSHIGHWAY BLVD,15,HOME DEPOT, ,3202,KINGSHIGHWAY,886045.3,1008369
19-032157,2019-07,07/06/2019 12:15,Y, , ,1, , 44016,4,ASSLT-AGGRV-HND/FST/FT-3RD-ADUL-DOMESTIC,0,BLAIR AVE / CHAMBERS ST,63, , , , ,907139.1,1023763
19-032157,2019-07,07/06/2019 12:15,Y, , ,1, , 91123,4,SIMPLE ASSAULT-CHILD/NO INJURY,0,BLAIR AVE / CHAMBERS ST,63, , , , ,907139.1,1023763
19-032158,2019-07,07/06/2019 12:51,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3951,OLIVE ST,38, ,APT E,3951,OLIVE,894263.8,1022804
19-032166,2019-07,07/06/2019 12:52,Y, , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,715,S BROADWAY,35,DOBBS TIRE AND AUTO CENTERS, ,715,BROADWAY,907965.6,1014530
19-032380,2019-07,07/06/2019 13:00,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",5630,PERSHING AVE,47, , ,5630,PERSHING,881843.1,1024930
19-032163,2019-07,07/06/2019 13:54,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,6932,GRAVOIS AVE,4, , , , ,881569.9,996170.1
19-035536,2019-07,07/06/2019 14:00,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1819,LAFAYETTE AVE,32, , ,1819,LAFAYETTE,902354.6,1012584
19-032285,2019-07,07/06/2019 14:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,4100,FOREST PARK AVE,38, , ,4100,FOREST PARK,892146.4,1020235
19-032165,2019-07,07/06/2019 14:19,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,6003,ETZEL AVE,48, , ,6003,ETZEL,879999,1031225
19-032669,2019-07,07/06/2019 14:20,Y, , ,1, , 43012,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,2000,MADISON ST,60, , ,2000,MADISON,904374.2,1024178
19-032669,2019-07,07/06/2019 14:20,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,2000,MADISON ST,60, , ,2000,MADISON,904374.2,1024178
19-032172,2019-07,07/06/2019 14:40,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,8239,N BROADWAY,74, , , , ,896954.9,1048279
19-032535,2019-07,07/06/2019 15:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,2911,OLIVE ST,37, , ,2911,OLIVE,900069.3,1020107
19-033039,2019-07,07/06/2019 15:00,Y, , ,1, , 73413,6,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48,8416,HALLS FERRY RD,74, , ,8416,HALLS FERRY,896662.3,1049106
19-032937,2019-07,07/06/2019 15:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,3526,HUMPHREY ST,25, , ,1915,OLIVE,893938.4,1006633
19-032319,2019-07,07/06/2019 15:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,208,N 9TH ST,35, , ,208,9TH,907701.2,1017745
19-032463,2019-07,07/06/2019 15:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,6944,ALABAMA AVE,1, , ,6944,ALABAMA,889217.9,990950.4
19-032264,2019-07,07/06/2019 15:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,701,N 15TH ST,36,CITY MUSEUM, ,701,15TH,905704.1,1019717
19-032176,2019-07,07/06/2019 15:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,HAMPTON AVE / I 44 WESTBOUND,11, , , , ,880719.5,1014272
19-032179,2019-07,07/06/2019 15:20,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,S GRAND BLVD / HOLLY HILLS AVE,80,CARONDOLET PARK,HOLLY HILLS NEIGHBORHOOD NEIGHBORHOO, , ,889015.2,993731.2
19-033309,2019-07,07/06/2019 16:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,604,PINE ST,35, , , , ,908422.1,1017299
19-032396,2019-07,07/06/2019 16:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,N 11TH ST / WASHINGTON AVE,35, , , , ,907375.6,1018946
19-032240,2019-07,07/06/2019 16:00,Y, , ,1, , 65601,4,"LARCENY-MTR VEH PARTS $500 - $24,999",0,N 18TH ST / WASHINGTON AVE,36, , , , ,904506.9,1019675
19-032267,2019-07,07/06/2019 16:24,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,4739,ASHLAND AVE,55, , ,4739,ASHLAND,892338.2,1033296
19-032184,2019-07,07/06/2019 16:25,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",0,HOLLYHILLS / IDAHO,1, , ,6440,IDAHO,0,0
19-032733,2019-07,07/06/2019 16:33,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,921,ELIAS AVE,74, ,ALLEY,921,ELIAS,896477.6,1051651
19-032193,2019-07,07/06/2019 16:45,Y, , ,1, , 41013,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,IDAHO AVE / LOUGHBOROUGH AVE,1, , ,3918,WALSH,889259.4,991516.9
19-032338,2019-07,07/06/2019 17:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,1016,ART HILL PL,42, , ,1016,ART HILL,879325.6,1018615
19-034597,2019-07,07/06/2019 17:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,2244,S KINGSHIGHWAY BLVD,13, , ,2244,KINGSHIGHWAY,886930.8,1012659
19-032350,2019-07,07/06/2019 17:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1801,WASHINGTON AVE,36,CITY MUSEUM PARKING, ,1801,WASHINGTON,904356.2,1019789
19-032494,2019-07,07/06/2019 17:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,701,N 15TH ST,36,CITY MUSEUM, ,701,15TH,905704.1,1019717
19-032188,2019-07,07/06/2019 17:14,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,6904,CLIFTON AVE,8, , ,6904,CLIFTON,877314.3,998024.7
19-032183,2019-07,07/06/2019 17:15,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,301,N TUCKER BLVD,36, ,@US BANK - TUCKER,301,TUCKER,906554.1,1018453
19-032191,2019-07,07/06/2019 17:30,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1114,BRISTOL LN,63, , ,1114,BRISTOL,908361.9,1024421
19-032189,2019-07,07/06/2019 17:45,Y, , ,1, ,250000,5,LOITERING-BEGGING,1,MARYLAND PLZ,38, ,@BAR- DRUKEN FISH, , ,888340.1,1023682
19-032288,2019-07,07/06/2019 18:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,1,S BROADWAY,35,HILTON AT THE BALL PARK, ,1,BROADWAY,908726.1,1016735
19-032450,2019-07,07/06/2019 18:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,6189,KINGSBURY AVE,46, , ,6189,KINGSBURY,877454,1026661
19-032196,2019-07,07/06/2019 18:25,Y, , ,1, , 31211,6,ROBBERY-HIGHWAY    /KNIFE USED/SUCCESSFUL,3131,WHITTIER ST,56,TENANTS HOUSE,IN BACK OF THE ALLEY,3049,WHITTIER,896877.4,1030769
19-032198,2019-07,07/06/2019 18:45,Y, , ,1, , 38421,6,ROBBERY CARJACKING /STRNGARM/NO INJ/SUCCESSFUL,8512,N BROADWAY,74, , ,8512,BROADWAY,897522,1050255
19-032317,2019-07,07/06/2019 19:00,Y, , ,1, , 51222,2,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,6228,MARQUETTE AVE,9, , ,6228,MARQUETTE,878541.8,1007165
19-032204,2019-07,07/06/2019 19:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3435,KLOCKE ST,16, , ,3435,KLOCKE,893623.8,1000857
19-032210,2019-07,07/06/2019 19:46,Y, , ,1, ,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG,4130,S GRAND BLVD,16, , ,4130,GRAND,893388.9,1000727
19-032244,2019-07,07/06/2019 20:00,Y, , ,1, , 64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,643,CONCOURSE DR,82,WORLD S FAIR PAVILION, ,643,CONCOURSE,881730.2,1020674
19-032271,2019-07,07/06/2019 20:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,3857,PAGE BLVD,77, , ,3857,PAGE,896512,1025159
19-032207,2019-07,07/06/2019 20:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,S BROADWAY / GASCONADE ST,18, , , , ,898037.7,1000512
19-032248,2019-07,07/06/2019 20:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,S 2ND ST / POPLAR ST,35, , , , ,909437.9,1014771
19-032215,2019-07,07/06/2019 20:14,Y, , ,1, ,151130,1,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,5515,S GRAND BLVD,3, ,@SOUTHERN COMMERCIAL BANK, , ,890521.9,996296.9
19-032205,2019-07,07/06/2019 20:19,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,NORTHLAND AVE / UNION BLVD,52, , , , ,887647,1033392
19-032252,2019-07,07/06/2019 20:30,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,4100,FOREST PARK AVE,38, , ,4100,FOREST PARK,892146.4,1020235
19-032214,2019-07,07/06/2019 20:40,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5709,LABADIE AVE,50, , ,5709,LABADIE,885403.9,1036552
19-032284,2019-07,07/06/2019 20:45,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,4130,TAFT AVE,5, , ,4130,TAFT,887825.8,1002088
19-032213,2019-07,07/06/2019 21:10,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,N KINGSHIGHWAY BLVD / SAINT LO,55, , , , ,890079.4,1033431
19-032216,2019-07,07/06/2019 21:25,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",0,N FLORISSANT AVE / MADISON ST,60,BP GAS STATION,PARKING LOT, , ,906643.6,1023898
19-032314,2019-07,07/06/2019 21:30,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5942,ASTRA AVE,73, , ,5942,ASTRA,891620.9,1047229
19-032217,2019-07,07/06/2019 21:42,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,4071,S GRAND BLVD,16, , , , ,893293.1,1001207
19-032221,2019-07,07/06/2019 21:50,Y, , ,1, , 81000,4,ARSON-1ST DEGREE/SUCCESS,2608,THOMAS ST,59, , ,2608,THOMAS,902123.5,1023323
19-032313,2019-07,07/06/2019 22:00,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,5414,NAGEL AVE,6, , ,5414,NAGEL,879192.1,997020.6
19-032218,2019-07,07/06/2019 22:22,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,400,S TUCKER BLVD,35, , ,300,TUCKER,906084.9,1016333
19-032223,2019-07,07/06/2019 22:29,Y, , ,1, , 41021,5,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,4590,MAFFITT AVE,56, , ,4590,MAFFITT,892584.1,1031193
19-032223,2019-07,07/06/2019 22:29,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4590,MAFFITT AVE,56, , ,4590,MAFFITT,892584.1,1031193
19-032223,2019-07,07/06/2019 22:29,Y, , ,1, , 41021,5,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,4590,MAFFITT AVE,56, , ,4590,MAFFITT,892584.1,1031193
19-032223,2019-07,07/06/2019 22:29,Y, , ,1, , 41021,5,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,4590,MAFFITT AVE,56, , ,4590,MAFFITT,892584.1,1031193
19-032223,2019-07,07/06/2019 22:29,Y, , ,1, , 41021,5,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,4590,MAFFITT AVE,56, , ,4590,MAFFITT,892584.1,1031193
19-032223,2019-07,07/06/2019 22:29,Y, , ,1, , 41021,5,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,4590,MAFFITT AVE,56, , ,4590,MAFFITT,892584.1,1031193
19-032223,2019-07,07/06/2019 22:29,Y, , ,1, , 41021,5,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,4590,MAFFITT AVE,56, , ,4590,MAFFITT,892584.1,1031193
19-032223,2019-07,07/06/2019 22:29,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4590,MAFFITT AVE,56, , ,4590,MAFFITT,892584.1,1031193
19-032223,2019-07,07/06/2019 22:29,Y, , ,1, , 41021,5,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,4590,MAFFITT AVE,56, , ,4590,MAFFITT,892584.1,1031193
19-032225,2019-07,07/06/2019 22:37,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,250,DE BALIVIERE AVE,47, ,@METROLINK - FOREST PARK,250,DE BALIVIERE,881642.6,1024780
19-032232,2019-07,07/06/2019 22:40,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,3680,MONTANA ST,16, , ,3680,MONTANA,892348.4,1001361
19-032315,2019-07,07/06/2019 23:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,6448,CLIFTON HILLS DR,11, , ,6448,SOUTHWEST,877883.3,1012118
19-032434,2019-07,07/06/2019 23:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,5917,DELMAR BLVD,48, , ,5917,DELMAR,879781.1,1027407
19-032279,2019-07,07/06/2019 23:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,5004,BISCHOFF AVE,12, , ,5004,BISCHOFF,885859.1,1012546
19-032377,2019-07,07/06/2019 23:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,3838,PARK AVE,29, , ,3838,PARK,893567.3,1015044
19-035082,2019-07,07/06/2019 23:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,3338,LEOLA AVE,9, , ,3338,LEOLA,876903,1008040
19-032228,2019-07,07/06/2019 23:10,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4018,PECK ST,67, ,MULTI FAMILY RESIDENCE,4018,PECK,901816.9,1030392
19-032292,2019-07,07/06/2019 23:30,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,1119,WASHINGTON AVE,35,PARKING LOT, , , ,907173.4,1019045
19-032227,2019-07,07/06/2019 23:35,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,100,N 7TH ST,35,HOOTERS RESTURANT, , , ,908422.1,1017299
19-032230,2019-07,07/06/2019 23:40,Y, , ,1, , 41021,4,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,3111,DELMAR BLVD,59, , , , ,899363.3,1021721
19-032230,2019-07,07/06/2019 23:40,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3111,DELMAR BLVD,59, , , , ,899363.3,1021721
19-032230,2019-07,07/06/2019 23:40,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3111,DELMAR BLVD,59, , , , ,899363.3,1021721
19-032230,2019-07,07/06/2019 23:40,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3111,DELMAR BLVD,59, , , , ,899363.3,1021721
19-032230,2019-07,07/06/2019 23:40,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3111,DELMAR BLVD,59, , , , ,899363.3,1021721
19-032230,2019-07,07/06/2019 23:40,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3111,DELMAR BLVD,59, , , , ,899363.3,1021721
19-032230,2019-07,07/06/2019 23:40,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3111,DELMAR BLVD,59, , , , ,899363.3,1021721
19-032230,2019-07,07/06/2019 23:40,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3111,DELMAR BLVD,59, , , , ,899363.3,1021721
19-032230,2019-07,07/06/2019 23:40,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3111,DELMAR BLVD,59, , , , ,899363.3,1021721
19-032230,2019-07,07/06/2019 23:40,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3111,DELMAR BLVD,59, , , , ,899363.3,1021721
19-032230,2019-07,07/06/2019 23:40,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3111,DELMAR BLVD,59, , , , ,899363.3,1021721
19-032231,2019-07,07/06/2019 23:53,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,ENRIGHT AVE / GOODFELLOW BLVD,48, , , , ,881153.5,1027534
19-033033,2019-07,07/07/2019 00:01,Y, , ,1, , 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3218,CALIFORNIA AVE,30, , ,3218,CALIFORNIA,897641.3,1006260
19-032439,2019-07,07/07/2019 00:01,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5032,AUBERT AVE,71, , ,5032,AUBERT,893732.4,1039088
19-032439,2019-07,07/07/2019 00:01, , , ,-1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5032,AUBERT AVE,71, , ,5032,AUBERT,893732.4,1039088
19-032277,2019-07,07/07/2019 00:01,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,N 15TH ST / DELMAR BLVD,36, , , , ,905998.6,1019848
19-032255,2019-07,07/07/2019 00:01,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,SAINT LOUIS AVE / N VANDEVENTE,59, ,ALIAS VANDEVENTER/ST LOUIS, , ,898253.1,1028621
19-032233,2019-07,07/07/2019 00:15,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3708,ALDINE AVE,59, , ,3711,ALDINE,897955.5,1025538
19-032233,2019-07,07/07/2019 00:15,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3708,ALDINE AVE,59, , ,3711,ALDINE,897955.5,1025538
19-032444,2019-07,07/07/2019 00:21,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,4800,MAFFITT AVE,55, , ,4800,MAFFITT,891174.1,1032008
