Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
19-044035,2019-09,09/05/2019 10:30,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,601,CLARK AVE,35, , ,601,CLARK,908223.8,1016086
19-043929,2019-09,09/05/2019 10:30,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,BIRCHER BLVD / I 70 EASTBOUND,70, , , , ,888440.1,1043058
19-044008,2019-09,09/05/2019 10:30,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,5006,GENEVIEVE AVE,72, , ,5006,GENEVIEVE,890900.8,1042012
19-043967,2019-09,09/05/2019 10:33,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,3517,MICHIGAN AVE,19, ,IN THE STREET,3517,MICHIGAN,895529.4,1004600
19-043930,2019-09,09/05/2019 10:33,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",0,W FLORISSANT AVE / OBEAR AVE,67, , , , ,902361.9,1032797
19-043938,2019-09,09/05/2019 10:55,Y, , ,1, , 31112,5,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,4045,C D BANKS AVE,58, ,ALIAS 4045 CD BANKS,4045,C D BANKS,894723,1024830
19-043937,2019-09,09/05/2019 10:59,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,1900,S JEFFERSON AVE,23, , ,1900,JEFFERSON,900076.9,1011929
19-043976,2019-09,09/05/2019 11:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5909,SHERRY AVE,76, , ,5909,SHERRY,889489.3,1044215
19-044406,2019-09,09/05/2019 11:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4327,GUSTINE AVE,16,STORAGE OF AMERICA, ,4327,GUSTINE,890021.1,1001563
19-043956,2019-09,09/05/2019 11:26,Y, , ,1, , 92000,4,SIMPLE ASSAULT-HARRASSMENT,720,OLIVE ST,35,MCCORMACK BARON ASSET MANAGEMENT,LACLEDE GAS BUILDING,720,OLIVE,908135.8,1017699
19-043940,2019-09,09/05/2019 11:34,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,ORIOLE AVE / THEODORE AVE,72, , , , ,890236.4,1044220
19-043942,2019-09,09/05/2019 11:39,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,JAMIESON AVE / LANSDOWNE AVE,9, , ,5403,LOUGHBOROUGH,874609.1,1004208
19-047563,2019-09,09/05/2019 12:00,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,4873,ANDERSON AVE,69, , ,4873,ANDERSON,893566.2,1037249
19-044894,2019-09,09/05/2019 12:00,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,5590,W FLORISSANT AVE,72, , ,5590,FLORISSANT,893144.3,1044000
19-043963,2019-09,09/05/2019 12:15,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,200,S TUCKER BLVD,35, ,JUSTICE CENTER,200,TUCKER,906343.9,1016785
19-043995,2019-09,09/05/2019 12:30,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,4254,VISTA AVE,39, , ,4254,VISTA,889841.7,1016293
19-043955,2019-09,09/05/2019 12:39,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,3635,VISTA AVE,29,SLU, ,1915,OLIVE,894354.8,1015713
19-043949,2019-09,09/05/2019 12:49,Y, , ,1, ,178200,3,SEX OFFNS-EXPOSURE/EXPOSING PERSON,0,S 7TH ST / ALLEN AVE,20, ,SIDEWALK, , ,0,0
19-043961,2019-09,09/05/2019 13:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,3737,S JEFFERSON AVE,19, , ,3727,JEFFERSON,898184.3,1002663
19-045757,2019-09,09/05/2019 13:00, , , ,-1, ,266510,1,PUBLIC ORDER-TRESPASSING,4341,S BROADWAY,17, , ,4341,BROADWAY,896597.1,999006.9
19-045757,2019-09,09/05/2019 13:00,Y, , ,1, ,266510,1,PUBLIC ORDER-TRESPASSING,4341,S BROADWAY,17, , ,4341,BROADWAY,896597.1,999006.9
19-044103,2019-09,09/05/2019 13:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",2211,MARKET ST,36, , ,2211,MARKET,902363.3,1018827
19-044986,2019-09,09/05/2019 13:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,5928,SUSON PL,14,HAMPTON GARDENS, ,5928,SUSON,880158.9,1008497
19-044712,2019-09,09/05/2019 13:15,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,2018,SIDNEY ST,22, , ,2018,SIDNEY,900675.8,1008746
19-043965,2019-09,09/05/2019 13:21,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,3425,TENNESSEE AVE,30, , ,3425,TENNESSEE,894289.6,1005332
19-043969,2019-09,09/05/2019 13:25,Y, , ,1, , 10000,6,HOMICIDE,5400,THRUSH AVE,72, , ,5400,THRUSH,892050.1,1043213
19-044199,2019-09,09/05/2019 13:30,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,N 7TH ST / PINE ST,35,KIENER PLAZA GARAGE, , , ,908335.3,1017522
19-044116,2019-09,09/05/2019 13:30,Y, , ,1, , 41016,2,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,3165,S KINGSHIGHWAY BLVD,13, , ,3165,KINGSHIGHWAY,885941.6,1008556
19-044116,2019-09,09/05/2019 13:30,Y, , ,1, , 41016,2,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,3165,S KINGSHIGHWAY BLVD,13, , ,3165,KINGSHIGHWAY,885941.6,1008556
19-043962,2019-09,09/05/2019 13:50,Y, , ,1, ,151130,5,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,5851,HIGHLAND AVE,50, ,SIDEWALK/ RESIDENCE,5851,HIGHLAND,883498.3,1035404
19-044215,2019-09,09/05/2019 14:00,Y, , ,1, , 73313,1,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,5207,WALSH ST,7, , ,5207,WALSH,882741.1,1000943
19-043968,2019-09,09/05/2019 14:49,Y, , ,1, ,250000,4,LOITERING-BEGGING,201,S 8TH ST,35, , , , ,907623,1016269
19-043993,2019-09,09/05/2019 15:15,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,4250,S BROADWAY,17,FAMILY DOLLAR, ,4250,BROADWAY,897347.1,999530.2
19-043975,2019-09,09/05/2019 15:15,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,I 70 EASTBOUND / PINE ST,35, ,@I 44 WESTBOUND / PINE ST, , ,909683.8,1017072
19-043981,2019-09,09/05/2019 15:20,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N 14TH ST / ST CHARLES ST,36, , , , ,905973.1,1019082
19-044690,2019-09,09/05/2019 15:30,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5156,ENRIGHT AVE,51, , ,5156,ENRIGHT,886183.5,1026698
19-043990,2019-09,09/05/2019 15:30,Y, , ,1, , 43012,5,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,5661,ENRIGHT AVE,48,RUTH PORTER MALL PARK, ,5701,DELMAR,882498.8,1027391
19-043988,2019-09,09/05/2019 15:45,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,401,S 14TH ST,36, ,@METROLINK - CIVIC CENTER, , ,905172.7,1016526
19-044840,2019-09,09/05/2019 16:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,3631,MERAMEC ST,16, , ,3631,MERAMEC,893056.9,1000724
19-043998,2019-09,09/05/2019 16:03,Y, , ,1, , 69602,2,"LARCENY-ALL OTHER $500 - $24,999",1,GOVERNMENT DR,82,SAINT LOUIS ZOO,@FOREST PARK - ZOO,1,GOVERNMENT,880639.5,1020186
19-044579,2019-09,09/05/2019 16:15,Y, , ,1, , 62701,3,LARCENY-PURSESNATCH UNDER $500,0,CHIPPEWA ST / S GRAND BLVD,16, , , , ,893298.8,1003257
19-044210,2019-09,09/05/2019 16:17,Y, , ,1, , 41013,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,6131,LEONA ST,5, ,@WOERNER SCHOOL,6131,LEONA,886235.1,996331.3
19-044210,2019-09,09/05/2019 16:17,Y, , ,1, , 41023,1,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,6131,LEONA ST,5, ,@WOERNER SCHOOL,6131,LEONA,886235.1,996331.3
19-043997,2019-09,09/05/2019 16:35,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",5900,HIGHLAND AVE,50, , ,5827,LOTUS,882944.4,1035519
19-043985,2019-09,09/05/2019 16:41,Y, , ,1, ,182130,1,DRUGS-POSSESSION/HEROIN,0,IDAHO AVE / STEINS ST,1, , , , ,887504.8,989756.7
19-043987,2019-09,09/05/2019 16:44,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,5600,CLAYTON AVE,82, ,@FOREST PARK - PARK ADMINISTRATION B,5600,CLAYTON,883092.8,1019312
19-043991,2019-09,09/05/2019 16:55,Y, , ,1, , 91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4330,FAIRVIEW AVE,15, , ,4330,FAIRVIEW,887785.8,1006065
19-044000,2019-09,09/05/2019 16:55,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,4398,WEST PINE BLVD,38, , ,4398,WEST PINE,890275.1,1021920
19-044042,2019-09,09/05/2019 17:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,5595,GRAND DR,82, , ,5163,CLAYTON,885549.9,1022913
19-044177,2019-09,09/05/2019 17:15,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 6TH ST / PINE ST,35, , , , ,908649,1017426
19-043996,2019-09,09/05/2019 17:30,Y, , ,1, ,250000,1,LOITERING-BEGGING,900,LOUGHBOROUGH AVE,1,CARONDOLET NEIGHBORHOOD,HIGHWAY 55 NB EXIT RAMP, , ,888861.4,991772.8
19-044011,2019-09,09/05/2019 17:35,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,1020,LOUGHBOROUGH AVE,1, ,@SCHNUCKS - LOUGHBOROUGH,1020,LOUGHBOROUGH,888369.9,991903
19-044189,2019-09,09/05/2019 18:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,1839,HOGAN ST,60,HOGAN STREET YOUTH CENTER, ,1839,HOGAN,905627.2,1024450
19-044142,2019-09,09/05/2019 18:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,2925,OLIVE ST,37, , ,2925,OLIVE,899909.7,1020149
19-044026,2019-09,09/05/2019 18:15,Y, , ,1, ,266510,1,PUBLIC ORDER-TRESPASSING,3739,MERAMEC ST,16, , ,3739,MERAMEC,892445.8,1001143
19-044015,2019-09,09/05/2019 18:20,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1600,PINE ST,36, , ,1600,PINE,904957.8,1018479
19-044015,2019-09,09/05/2019 18:20,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1600,PINE ST,36, , ,1600,PINE,904957.8,1018479
19-044012,2019-09,09/05/2019 18:25,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,1465,S GRAND BLVD,29, , ,1465,GRAND,894852.6,1015265
19-047572,2019-09,09/05/2019 18:30,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,799,E TAYLOR AVE,79, , , , ,899958.6,1038855
19-044017,2019-09,09/05/2019 18:30,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,1136,WASHINGTON AVE,35,MERIDIAN LOFTS, ,1136,WASHINGTON,906933.4,1018879
19-044020,2019-09,09/05/2019 18:40,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,MARCUS AVE / MCMILLAN AVE,54, , , , ,890173.3,1027017
19-044023,2019-09,09/05/2019 18:45,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2036,E DE SOTO AVE,66, ,ON THE PORCH,2036,DE SOTO,902349.3,1034324
19-044028,2019-09,09/05/2019 18:45,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,0,S GRAND BLVD / POTOMAC ST,25, , , , ,893567.4,1005225
19-044016,2019-09,09/05/2019 18:45,Y, , ,1, ,182400,3,DRUGS-POSSESSION/MARIJUANA,4140,OHIO AVE,16, , , , ,897477.7,1000215
19-044018,2019-09,09/05/2019 18:47,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,5737,SAINT LOUIS AVE,50, , ,5737,SAINT LOUIS,885073.6,1036279
19-044263,2019-09,09/05/2019 19:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,814,N 19TH ST,36, , ,814,19TH,904290.5,1020354
19-044150,2019-09,09/05/2019 19:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,5163,CLAYTON AVE,82, ,@FOREST PARK - HIGHLANDS GOLF AND TE,5163,CLAYTON,885331.1,1019398
19-044121,2019-09,09/05/2019 19:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2310,OLIVE ST,36,@FIRESTONE COMPLETE AUTO CARE,@FIRESTONE COMPLETE AUTO CARE,2310,OLIVE,902180.4,1019343
19-044095,2019-09,09/05/2019 19:00,Y, , ,1, , 64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,HAMPTON AVE / WILSON AVE,11, , , , ,880947.6,1013742
19-044086,2019-09,09/05/2019 19:30,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5612,SUTHERLAND AVE,7, , ,5612,SUTHERLAND,880696,1003666
19-044092,2019-09,09/05/2019 19:30,Y, , ,1, , 65601,3,"LARCENY-MTR VEH PARTS $500 - $24,999",2625,SHENANDOAH AVE,24, , ,2625,SHENANDOAH,899204.3,1010342
19-044030,2019-09,09/05/2019 19:31,Y, , ,1, ,182999,2,DRUGS-POSSESSION/OTHR UNSPEC DRUG,1325,S GRAND BLVD,29, ,@SLU HOSPITAL,1325,GRAND,894902.8,1015747
19-044031,2019-09,09/05/2019 19:48,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,S GRAND BLVD / LACLEDE AVE,37, , , , ,896288.4,1019968
19-044727,2019-09,09/05/2019 20:00,Y, , ,1, , 69711,5,LARCENY-ALL OTHER UNDER $500  /ATTEMPT,5464,ASHLAND AVE,50, , ,5464,ASHLAND,887175.8,1036039
19-044037,2019-09,09/05/2019 20:15,Y, , ,1, ,182400,2,DRUGS-POSSESSION/MARIJUANA,0,HAMPTON AVE / MANCHESTER AVE,12, , , , ,880945.8,1015518
19-044036,2019-09,09/05/2019 20:20,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3841,MAFFITT AVE,59, , ,3841,MAFFITT,898401.8,1028234
19-044181,2019-09,09/05/2019 20:30,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,1800,WASHINGTON AVE,36, , ,1800,WASHINGTON,0,0
19-044256,2019-09,09/05/2019 20:30,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5137,ST LOUIS AVE,52, , ,5137,ST LOUIS,889150.8,1034053
19-044052,2019-09,09/05/2019 20:30,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,2711,ANN AVE,24, , ,2711,ANN,898859.1,1011375
19-044040,2019-09,09/05/2019 20:36,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,900,ADELAIDE AVE,64, , ,7410,HALL,902814.3,1036551
19-044201,2019-09,09/05/2019 21:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2927,HAMPTON AVE,11, , , , ,880459.5,1009988
19-044110,2019-09,09/05/2019 21:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,527,EILER ST,1, , ,527,EILER,892722.1,995327.5
19-044212,2019-09,09/05/2019 21:05,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1221,HODIAMONT AVE,48, , ,1221,HODIAMONT,879842.8,1032097
19-044041,2019-09,09/05/2019 21:09,Y, , ,1, , 71030,2,AUTO THEFT-PERM RETNT/JOY RIDE,6445,RHODES AVE,8, , ,6445,RHODES,876678.6,1000018
19-044049,2019-09,09/05/2019 21:10,Y, , ,1, , 42016,6,ASSLT-AGGRV-KNIFE/CUT-3RD-ADULT-DOMESTIC,818,GUSTAV AVE,74, , ,8815,BROADWAY,897469.4,1052517
19-044047,2019-09,09/05/2019 21:10,Y, , ,1, , 91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4343,POTOMAC ST,15, , ,4350,FAIRVIEW,887600.8,1005956
19-044045,2019-09,09/05/2019 21:20,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3400,HAMILTON AVE,50, , ,3400,HAMILTON,884386.2,1037987
19-044100,2019-09,09/05/2019 21:30,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,0,OAKLAND AVE / TAMM AVE,42, , , , ,879199.8,1018842
19-045137,2019-09,09/05/2019 21:30,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",3333,CLARA AVE,50,NORTHERN BAPTIST MISSIONARY CH\URCH, ,3333,CLARA,886344.7,1036802
19-044118,2019-09,09/05/2019 21:30,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,6431,WANDA AVE,4, , ,6431,WANDA,883946.6,996584.4
19-044065,2019-09,09/05/2019 21:50,Y, , ,1, , 43013,2,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,4570,MANCHESTER AVE,39, ,BUS STOP,4570,MANCHESTER,887584.8,1016755
19-044128,2019-09,09/05/2019 22:00,Y, , ,1, , 64601,1,"LARCENY-FROM MTR VEH $500 - $24,999",4337,KOELN AVE,4, , ,4337,KOELN,882504.3,993985.5
19-044802,2019-09,09/05/2019 22:02,Y, , ,1, , 83000,4,ARSON-KNOWINGLY BURNING/SUCCESS,1624,LOCUST ST,36,ST. LOUIS PUBLIC LIBRARY,@LIBRARY - MAIN BRANCH,1301,OLIVE,904827.7,1019000
19-044053,2019-09,09/05/2019 22:10,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,I 70 EASTBOUND / WASHINGTON AV,35, ,I 70 EASTBOUND/ ADELAIDE, , ,909886.5,1018271
19-044057,2019-09,09/05/2019 22:15,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6132,SHERRY AVE,76, , ,6132,SHERRY,888435.3,1044558
19-044136,2019-09,09/05/2019 22:15,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",3715,WYOMING ST,15, , ,3715,WYOMING,892885.1,1007297
19-044056,2019-09,09/05/2019 22:15,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5125,COTE BRILLIANTE AVE,52, , ,5125,COTE BRILLIANTE,887988.3,1031800
19-044114,2019-09,09/05/2019 22:30,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,S 10TH ST / SPRUCE ST,35, , , , ,906905.9,1016099
19-044115,2019-09,09/05/2019 22:30,Y, , ,1, , 73313,2,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,3850,DE TONTY ST,27, , ,3850,DE TONTY,893104.1,1013477
19-044084,2019-09,09/05/2019 22:30,Y, , ,1, , 73313,1,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,542,EILER ST,1, , ,542,EILER,892509.1,995299.8
19-044054,2019-09,09/05/2019 22:50, , , ,-1, , 83000,6,ARSON-KNOWINGLY BURNING/SUCCESS,128,E PRAIRIE AVE,64, , ,128,PRAIRIE,906754.4,1036891
19-044054,2019-09,09/05/2019 22:50,Y, , ,1, , 83000,6,ARSON-KNOWINGLY BURNING/SUCCESS,128,E PRAIRIE AVE,64, , ,128,PRAIRIE,906754.4,1036891
19-044050,2019-09,09/05/2019 22:50,Y, , ,1, ,229999,4,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,1110,WASHINGTON AVE,35, , ,1110,WASHINGTON,907161.8,1018819
19-044222,2019-09,09/05/2019 23:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,1000,SPRUCE ST,35,01, ,1000,SPRUCE,906666.7,1015976
19-044194,2019-09,09/05/2019 23:00,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,1400,ARLINGTON AVE,78, , ,300,NEWSTEAD,0,0
19-044051,2019-09,09/05/2019 23:03,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,801,LOCUST ST,35, , ,801,LOCUST,908096.1,1018265
19-044060,2019-09,09/05/2019 23:25,Y, , ,1, , 83000,6,ARSON-KNOWINGLY BURNING/SUCCESS,4200,DARBY ST,70, , ,4200,DARBY,885199.8,1040583
19-044083,2019-09,09/06/2019 00:01,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6164,S GRAND BLVD,1, , ,6164,GRAND,889328.4,994131.2
19-044070,2019-09,09/06/2019 00:01,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4141,W KOSSUTH AVE,68, ,APT 2,4141,KOSSUTH,898028.8,1033240
19-044322,2019-09,09/06/2019 00:01,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,4422,MAFFITT AVE,57, , ,4422,MAFFITT,893884.9,1030461
19-044385,2019-09,09/06/2019 00:01,Y, , ,1, , 51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4032,GARFIELD AVE,56, , ,4036,GARFIELD,896183.1,1027179
19-044058,2019-09,09/06/2019 00:02,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5538,W FLORISSANT AVE,72, , ,5538,FLORISSANT,893412.1,1043610
19-044067,2019-09,09/06/2019 00:17,Y, , ,1, , 31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,N 8TH ST / PINE ST,35, ,METRO STATION, , ,908017,1017620
19-044066,2019-09,09/06/2019 00:20,Y, , ,1, , 64711,3,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1551,S 7TH ST,21,SOCIAL HOUSE,IN THE REAR,1551,7TH,905973.6,1011338
19-044064,2019-09,09/06/2019 00:30,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,711,N EUCLID AVE,53, , ,711,EUCLID,888503.4,1026317
19-044061,2019-09,09/06/2019 00:40,Y, , ,1, , 31111,2,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4036,FLAD AVE,27, , ,4036,FLAD,891657.3,1011773
19-044072,2019-09,09/06/2019 00:55,Y, , ,1, , 51212,6,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED,5917,NORTH POINTE BLVD,73, ,GARAGE,5917,NORTH POINTE,892496.8,1047675
19-044217,2019-09,09/06/2019 01:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,5823,WILSON AVE,12,RED ROOF INN, ,5823,WILSON,881554.4,1013910
19-044069,2019-09,09/06/2019 01:00,Y, , ,1, ,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,8752,JORDAN ST,74, , ,8752,JORDAN,897301.9,1052101
19-044068,2019-09,09/06/2019 01:18,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3315,OSAGE ST,16, , ,3315,OSAGE,894310.7,1001751
19-044889,2019-09,09/06/2019 01:30,Y, , ,1, , 73313,3,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,1923,PARK AVE,32, , ,4169,TAFT,902179.8,1013839
19-044192,2019-09,09/06/2019 01:30,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",525,S JEFFERSON AVE,37,RESIDENCE INN ROOM 325, ,525,JEFFERSON,900510.3,1017215
19-044073,2019-09,09/06/2019 02:00,Y, , ,1, , 31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,6031,WESTMINSTER PL,46, , ,6034,WESTMINSTER,878760.3,1026833
19-044196,2019-09,09/06/2019 02:00,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",5715,PARC RIDGE WAY,13, , ,5715,PARC RIDGE,881593.3,1009739
19-044231,2019-09,09/06/2019 02:00,Y, , ,1, , 65601,5,"LARCENY-MTR VEH PARTS $500 - $24,999",1404,UNION BLVD,51, , ,1404,UNION,885972.8,1030497
19-044161,2019-09,09/06/2019 02:00,Y, , ,1, , 68711,5,LARCENY-FROM COIN MACH UNDER $500  /ATTEMPT,930,N KINGSHIGHWAY BLVD,53,CROWN FOOD MARKET, ,930,KINGSHIGHWAY,888019.9,1027321
19-044076,2019-09,09/06/2019 02:40,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5904,MINERVA AVE,78, , ,5904,MINERVA,881436.4,1032768
19-044077,2019-09,09/06/2019 02:45,Y, , ,1, , 52230,5,BURGLARY-BUSINESS/NIT/ATT FORCIBLE ENTRY,5854,DELMAR BLVD,46, ,#1147113,5854,DELMAR,880464.6,1027109
19-044075,2019-09,09/06/2019 02:55,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2827,RUSSELL AVE,24, ,APT A,2827,RUSSELL,898138.2,1011820
19-044078,2019-09,09/06/2019 03:20,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4234,OSCEOLA ST,5, , ,4234,OSCEOLA,887676.8,1002990
19-044082,2019-09,09/06/2019 03:40,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3517,BINGHAM AVE,16, , ,3517,BINGHAM,893494.5,999826.4
19-044082,2019-09,09/06/2019 03:40,Y, , ,1, , 41014,1,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,3517,BINGHAM AVE,16, , ,3517,BINGHAM,893494.5,999826.4
19-044082,2019-09,09/06/2019 03:40,Y, , ,1, , 41014,1,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,3517,BINGHAM AVE,16, , ,3517,BINGHAM,893494.5,999826.4
