Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
19-037321,2019-08,08/02/2019 00:09,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5897,COTE BRILLIANTE AVE,50, , ,5897,COTE BRILLIANTE,882663.9,1034827
19-037262,2019-08,08/02/2019 00:15,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3852,BAMBERGER AVE,16, , ,3852,BAMBERGER,891778.3,1002885
19-037266,2019-08,08/02/2019 00:30,Y, , ,1, ,130000,0,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",1333,GREEN PASTURE DR,0, , ,1333,GREEN PASTURE,870998.3,1091913
19-037271,2019-08,08/02/2019 00:40,Y, , ,1, ,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG,4036,S GRAND BLVD,16, , , , ,893251.1,1001588
19-037268,2019-08,08/02/2019 01:15,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,320,S BROADWAY,35,TUMS BUILDING, ,320,BROADWAY,908625.1,1015638
19-037269,2019-08,08/02/2019 01:18,Y, , ,1, ,182250,5,DRUGS-POSSESSION/COCAINE,5107,WELLS AVE,51, , ,5107,WELLS,887160.5,1030627
19-037338,2019-08,08/02/2019 01:26,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5229,LOTUS AVE,52, , ,5229,LOTUS,887677.4,1032403
19-037284,2019-08,08/02/2019 01:30,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,0,S 3RD ST / LAFAYETTE AVE,20, , , , ,906455.3,1010582
19-037272,2019-08,08/02/2019 01:39,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2020,WASHINGTON AVE,36, ,APT 614,2020,WASHINGTON,903489.9,1019783
19-037282,2019-08,08/02/2019 02:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1724,S BROADWAY,20, , ,1724,BROADWAY,906062.8,1010375
19-037294,2019-08,08/02/2019 02:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4709,LEWIS PL,54, , ,4709,LEWIS,890111.1,1027523
19-037308,2019-08,08/02/2019 02:15,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2808,WYOMING ST,30, , ,2808,WYOMING,897440.2,1006421
19-037273,2019-08,08/02/2019 02:25,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",1620,UNION BLVD,52, , ,1620,UNION,886883.8,1031770
19-037400,2019-08,08/02/2019 03:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,5096,MINERVA AVE,51, , ,5096,MINERVA,887048.3,1029639
19-037427,2019-08,08/02/2019 03:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,FYLER AVE / MORGANFORD RD,15, , , , ,888246.5,1007004
19-037347,2019-08,08/02/2019 03:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,5800,HIGHLANDS PLAZA DR W,41, , ,5800,HIGHLANDS PLAZA,882403.6,1017876
19-037280,2019-08,08/02/2019 03:08,Y, , ,1, ,266510,3,PUBLIC ORDER-TRESPASSING,2607,GRAVOIS AVE,24,@7/11,PARKING LOT,2607,GRAVOIS,899242.4,1009280
19-037285,2019-08,08/02/2019 03:45,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,814,LA BEAUME ST,64,ENGINE HOUSE #9, ,814,LA BEAUME,909577.8,1023935
19-038631,2019-08,08/02/2019 04:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,N 7TH ST / CONVENTION PZ,35, , , , ,908771.6,1019108
19-037287,2019-08,08/02/2019 04:30,Y, , ,1, , 31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,800,S LEONOR K SULLIVAN BLVD,35, , ,806,BROADWAY,909976.6,1014405
19-037289,2019-08,08/02/2019 04:39,Y, , ,1, ,103000,1,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,4519,IDAHO AVE,16, , ,4500,IDAHO,893597.9,998311.9
19-037288,2019-08,08/02/2019 04:40,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,701,N 7TH ST,35, ,PARKING GARAGE,701,7TH,908561.8,1018988
19-038082,2019-08,08/02/2019 04:45,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",401,S 14TH ST,36,METROLINK - CIVIC CENTER, ,401,14TH,905172.7,1016526
19-040949,2019-08,08/02/2019 05:30,Y, , ,1, , 69602,2,"LARCENY-ALL OTHER $500 - $24,999",1122,ART HILL PL,42, , ,1122,ART HILL,879228.4,1018081
19-037291,2019-08,08/02/2019 05:30,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3931,PARKER AVE,15, ,APT 2W,3931,PARKER,891134.6,1006093
19-037746,2019-08,08/02/2019 06:00,Y, , ,1, , 67601,1,"LARCENY-FROM BUILDING $500 - $24,999",5419,DEWEY AVE,3, , ,3900,PRIMM,889788.8,997147.9
19-038438,2019-08,08/02/2019 06:30,Y, , ,1, , 51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,6034,KINGSBURY AVE,46, , ,6034,KINGSBURY,878645.6,1026324
19-037506,2019-08,08/02/2019 07:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,0,OREGON AVE / POTOMAC ST,19,3452 OREGON, , , ,897032.1,1004685
19-037297,2019-08,08/02/2019 07:06,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,S GRAND BLVD / WALSH ST,1, , , , ,891218.1,997092.9
19-037300,2019-08,08/02/2019 07:30,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,GENEVIEVE AVE / THEODORE AVE,72, , , , ,891421.4,1042493
19-037296,2019-08,08/02/2019 07:53,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,1005,CONVENTION PLAZA,35, , ,1005,CONVENTION PLAZA,907710.6,1019570
19-037330,2019-08,08/02/2019 08:00,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,1411,RUTGER LN,33, , ,1411,RUTGER,904285.8,1013369
19-037856,2019-08,08/02/2019 08:00,Y, , ,1, ,266510,3,PUBLIC ORDER-TRESPASSING,3646,NEBRASKA AVE,19, , ,3646,NEBRASKA,896527.1,1003486
19-039132,2019-08,08/02/2019 08:00,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,4058,POTOMAC ST,15, , ,4058,POTOMAC,889951.7,1005473
19-037310,2019-08,08/02/2019 08:15,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,2300,LOCUST ST,36, , , , ,902229.3,1019681
19-037302,2019-08,08/02/2019 08:18,Y, , ,1, ,229999,1,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,7721,S BROADWAY,2,PATCH NEIGHBORHOOD, , , ,889224.4,987983.6
19-037301,2019-08,08/02/2019 08:29,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,DR MARTIN LUTHER KING DR / UNI,51, , , , ,886534.3,1031322
19-037322,2019-08,08/02/2019 08:30,Y, , ,1, , 42011,1,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,4349,CALIFORNIA AVE,17, ,BEHIND CONOCO, , ,896266.1,998807.8
19-037530,2019-08,08/02/2019 08:50,Y, , ,1, , 51330,1,BURGLARY-RESDNCE/UNK TIM/ATT FORCE ENTRY,4027,BAMBERGER AVE,16, ,1ST FLR,4027,BAMBERGER,891585.2,1001948
19-037326,2019-08,08/02/2019 09:45,Y, , ,1, ,182130,6,DRUGS-POSSESSION/HEROIN,0,OFALLON PARK,85, ,@OFALLON PARKBACK ENTRACE NEAR I 70, , ,900324.4,1036832
19-039761,2019-08,08/02/2019 09:53,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,3530,WINNEBAGO ST,19, , ,3530,WINNEBAGO,893729.5,1003841
19-037411,2019-08,08/02/2019 10:00,Y, , ,1, , 73413,1,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48,4562,MORGANFORD RD,5, , ,4562,MORGANFORD,887177.2,1001936
19-037736,2019-08,08/02/2019 10:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,3765,ITASKA ST,16, , , , ,890814.2,999096.2
19-037332,2019-08,08/02/2019 10:20,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,212,N KINGSHIGHWAY BLVD,38, , , , ,887710.9,1023513
19-037334,2019-08,08/02/2019 10:50,Y, , ,1, ,130000,3,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",2903,CHIPPEWA ST,19, , ,2903,CHIPPEWA,896373.3,1002810
19-037343,2019-08,08/02/2019 10:50,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,DELMAR BLVD / N VANDEVENTER AV,77, , , , ,895126.4,1023248
19-038239,2019-08,08/02/2019 11:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1721,OREGON PL,31, , ,1721,OREGON,898162.9,1012842
19-039430,2019-08,08/02/2019 11:00,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,2017,WASHINGTON AVE,36, ,UNIT 103,2017,WASHINGTON,903596.3,1019986
19-037349,2019-08,08/02/2019 11:00,Y, , ,1, ,141100,4,DESTRUCTION OF PROPERTY-TAMPERING,2806,DAYTON ST,59, , ,2806,DAYTON,901243.2,1022681
19-037341,2019-08,08/02/2019 11:15,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,COTE BRILLIANTE AVE / HAMILTON,50, , , , ,882607.4,1034788
19-037358,2019-08,08/02/2019 11:22,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4008,N KINGSHIGHWAY BLVD,69,2ND FLOOR,4008 N KINGSHIGHWAY,4008,KINGSHIGHWAY,891746.9,1036176
19-038554,2019-08,08/02/2019 11:45,Y, , ,1, , 31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5972,COTE BRILLIANTE AVE,50, , , , ,881910.3,1035136
19-037385,2019-08,08/02/2019 11:45,Y, , ,1, , 61601,3,"LARCENY-PICKPOCKET $500-$24,999",3751,S JEFFERSON AVE,19,MOTOMART, ,3751,JEFFERSON,898162.7,1002525
19-037405,2019-08,08/02/2019 12:00,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,4452,W BELLE PL,54, , ,4452,BELLE,891435.5,1026248
19-039416,2019-08,08/02/2019 12:00,Y, , ,1, ,112010,5,FRAUD-CREDIT DEVICE/OVER $150,5726,BARTMER AVE,48, , ,5726,BARTMER,881848.6,1030157
19-037882,2019-08,08/02/2019 12:00,Y, , ,1, , 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,1920,S 8TH ST,21, ,BUILDING C APT 1,1920,8TH,905084.8,1010472
19-037381,2019-08,08/02/2019 12:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1266,BADEN AVE,74,VICTIMS RESIDENCE, ,1266,BADEN,895050.2,1048079
19-038445,2019-08,08/02/2019 12:04,Y, , ,1, ,103000,2,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,3160,S KINGSHIGHWAY BLVD,15,O REILLY AUTO PARTS,O REILLY AUTO PARTS,3160,KINGSHIGHWAY,886109,1008775
19-037721,2019-08,08/02/2019 12:07,Y, , ,1, , 69602,3,"LARCENY-ALL OTHER $500 - $24,999",0,S GRAND BLVD / GRAVOIS AVE,19, , , , ,893507.8,1004763
19-037364,2019-08,08/02/2019 12:30,Y, , ,1, , 44015,5,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,411,N EUCLID AVE,38,RED BRICK PROPERTIES, ,4905,MCPHERSON,888427.1,1025176
19-037363,2019-08,08/02/2019 12:30,Y, , ,1, , 69703,5,LARCENY-ALL OTH/FRM PRSN/UNDER $500,4021,LACLEDE AVE,38, ,US POST OFFICE,4021,LACLEDE,892548.1,1020923
19-037366,2019-08,08/02/2019 12:50,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,5935,NATURAL BRIDGE AVE,50, , , , ,884841.7,1039363
19-037367,2019-08,08/02/2019 12:53,Y, , ,1, , 43202,5,AGG.ASSAULT-OTH DANG WEP/POL OFFC 2ND DEGREE,3316,UNION BLVD,52,LEES LAUNDRY MAT, ,3316,UNION,888704.9,1035087
19-037367,2019-08,08/02/2019 12:53,Y, , ,1, , 43202,5,AGG.ASSAULT-OTH DANG WEP/POL OFFC 2ND DEGREE,3316,UNION BLVD,52,LEES LAUNDRY MAT, ,3316,UNION,888704.9,1035087
19-037367,2019-08,08/02/2019 12:53,Y, , ,1, , 43202,5,AGG.ASSAULT-OTH DANG WEP/POL OFFC 2ND DEGREE,3316,UNION BLVD,52,LEES LAUNDRY MAT, ,3316,UNION,888704.9,1035087
19-037373,2019-08,08/02/2019 13:00,Y, , ,1, ,182999,1,DRUGS-POSSESSION/OTHR UNSPEC DRUG,4202,S BROADWAY,17, ,@HARDEES- S BROADWAY, , ,897519.8,999786.9
19-038595,2019-08,08/02/2019 13:00,Y, , ,1, , 69602,3,"LARCENY-ALL OTHER $500 - $24,999",1800,LAFAYETTE AVE,32, , ,1800,LAFAYETTE,902474.2,1012346
19-037378,2019-08,08/02/2019 13:00,Y, , ,1, ,151110,3,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,3405,PESTALOZZI ST,25, , ,3405,PESTALOZZI,895207.1,1008950
19-037387,2019-08,08/02/2019 13:00,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",811,SPRUCE ST,35,WESTIN HOTEL, ,811,SPRUCE,907472.1,1015934
19-037551,2019-08,08/02/2019 13:01,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5911,SOUTHWEST AVE,13,ISLAMIC FOUNDATION OF GREATER STL, ,5911,SOUTHWEST,880973.4,1010430
19-037370,2019-08,08/02/2019 13:02,Y, , ,1, , 43016,6,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,4614,N 20TH ST,66, , ,4614,20TH,903375.1,1033185
19-037369,2019-08,08/02/2019 13:10,Y, , ,1, ,182130,3,DRUGS-POSSESSION/HEROIN,3950,S BROADWAY,18, ,SOUTH BROADWAY COIN LAUNDRY,3950,BROADWAY,898198.6,1001188
19-037380,2019-08,08/02/2019 13:50,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,2801,CHEROKEE ST,19,LA VALLESANA, ,2801,CHEROKEE,897290,1005269
19-037499,2019-08,08/02/2019 14:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,7828,DECATUR DR,4, , ,7828,DECATUR,883083.3,990770.1
19-037383,2019-08,08/02/2019 14:10,Y, , ,1, , 31211,4,ROBBERY-HIGHWAY    /KNIFE USED/SUCCESSFUL,1939,SULLIVAN AVE,63,CJ S PLACE, ,1939,SULLIVAN,905690,1027063
19-037376,2019-08,08/02/2019 14:13,Y, , ,1, ,263299,6,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,1501,E GRAND BLVD,66, , , , ,903859.3,1033553
19-037390,2019-08,08/02/2019 14:23,Y, , ,1, , 36111,5,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,2415,N KINGSHIGHWAY BLVD,52,NORTHVIEW VILLAGE NURSING HOME, ,2415,KINGSHIGHWAY,889128.1,1032112
19-037391,2019-08,08/02/2019 14:41,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,MARGARETTA AVE / UNION BLVD,70, ,@NPD,4014,UNION,889671.4,1037098
19-037830,2019-08,08/02/2019 15:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,S BROADWAY / OSAGE ST,18, , , , ,898141.5,1001182
19-037398,2019-08,08/02/2019 15:08,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3760,S GRAND BLVD,19, , , , ,893334.4,1003517
19-037419,2019-08,08/02/2019 15:15,Y, , ,1, , 44015,3,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,3225,ARSENAL ST,25, , ,3225,ARSENAL,895570.1,1008238
19-037414,2019-08,08/02/2019 15:27,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,4320,ITASKA ST,5, , , , ,886677.4,1001300
19-037413,2019-08,08/02/2019 15:30,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,4324,DR MARTIN LUTHER KING DR,58,MARTIN S MARKET, ,4324,DR MARTIN LUTHER KING,893407.7,1027601
19-037401,2019-08,08/02/2019 15:45,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,4489,FOREST PARK AVE,38,HONS WOK CHINESE RESTAURANT, , , ,889164.2,1021486
19-037960,2019-08,08/02/2019 16:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5101,MCREE AVE,12, ,SCHOOL - GATEWAY STEM ACADEMY,5101,MCREE,886056.6,1015300
19-037478,2019-08,08/02/2019 16:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1833,BIDDLE ST,61, , ,1833,BIDDLE,905188.9,1021650
19-037957,2019-08,08/02/2019 16:03,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 6TH ST / PINE ST,35, , , , ,908649,1017426
19-037557,2019-08,08/02/2019 16:30,Y, , ,1, , 41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,5700,TERRY AVE,50, , ,5700,TERRY,884950.4,1035498
19-037425,2019-08,08/02/2019 16:43,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,3470,S SPRING AVE,15, , ,3470,SPRING,892495.7,1005355
19-037422,2019-08,08/02/2019 16:47,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,2875,S 13TH ST,21, , , , ,901899,1007166
19-037737,2019-08,08/02/2019 16:50,Y, , ,1, , 83000,3,ARSON-KNOWINGLY BURNING/SUCCESS,1312,S 10TH ST,34, , ,919,JEFFERSON,905785.9,1013146
19-037544,2019-08,08/02/2019 17:00,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,3730,GUSTINE AVE,16, , ,3730,GUSTINE,891280.2,1003497
19-037423,2019-08,08/02/2019 17:15,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,2200,ARSENAL ST,22, , , , ,899658.8,1006951
19-037482,2019-08,08/02/2019 17:15,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 13TH ST / CONVENTION PZ,36, , , , ,906781.9,1019635
19-037421,2019-08,08/02/2019 17:36,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,3703,S KINGSHIGHWAY BLVD,14, , ,3703,KINGSHIGHWAY,885193.4,1004870
19-037435,2019-08,08/02/2019 17:40,Y, , ,1, , 41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,300,CARR ST,35, ,UNDER HIGHWAY 44, , ,910117.3,1019851
19-037611,2019-08,08/02/2019 18:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,3343,MICHIGAN AVE,30, , ,3344,MICHIGAN,0,0
19-037442,2019-08,08/02/2019 18:35,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,HAMPTON AVE / I 44 EASTBOUND,11, , , , ,880723.3,1014242
19-037429,2019-08,08/02/2019 18:47,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,HAMPTON AVE / I 44 EASTBOUND,11, , , , ,880723.3,1014242
19-037431,2019-08,08/02/2019 19:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3455,MINNESOTA AVE,19, ,RESIDENCE,3455,MINNESOTA,895881.6,1004834
19-037498,2019-08,08/02/2019 19:00,Y, , ,1, , 51222,3,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,2627,VIRGINIA AVE,25, , ,2627,VIRGINIA,895672.5,1009832
19-037584,2019-08,08/02/2019 19:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5906,ARSENAL ST,13, , ,5906,ARSENAL,880736,1009807
19-037430,2019-08,08/02/2019 19:17,Y, , ,1, ,229999,5,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,170,S TAYLOR AVE,38, , , , ,888974.3,1021449
19-037432,2019-08,08/02/2019 19:29,Y, , ,1, , 69711,1,LARCENY-ALL OTHER UNDER $500  /ATTEMPT,4742,S GRAND BLVD,16, ,1 NORTH,4742,GRAND,891696.1,997682.1
19-037444,2019-08,08/02/2019 19:30,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2112,WITHNELL AVE,22, , ,2112,WITHNELL,899657.4,1005742
19-037443,2019-08,08/02/2019 19:30,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,0,HODIAMONT AVE / PLYMOUTH AVE,48, , ,1215,HODIAMONT,879908.6,1031874
19-037441,2019-08,08/02/2019 19:41,Y, , ,1, , 31111,6,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,8880,N BROADWAY,74, , , , ,897929.1,1053370
19-037616,2019-08,08/02/2019 20:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,2241,S JEFFERSON AVE,23, , ,2255,JEFFERSON,899658.8,1010622
19-038479,2019-08,08/02/2019 20:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,3476,MORGANFORD RD,15, , ,3476,MORGANFORD,888154.9,1005575
19-037525,2019-08,08/02/2019 20:00,Y, , ,1, , 64711,1,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,6919,ALABAMA AVE,1, , ,6919,ALABAMA,889255.1,991249.7
19-038046,2019-08,08/02/2019 20:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,CLARA AVE / WELLS AVE,78, , , , ,883907.8,1032486
19-037853,2019-08,08/02/2019 20:05,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5896,SAINT LOUIS AVE,50, , ,5896,ST LOUIS,883851.4,1036949
19-037433,2019-08,08/02/2019 20:19,Y, , ,1, , 63701,4,LARCENY-SHOPLIFT UNDER $500,315,N 9TH ST,35,SCHNUCKS CULINARIA, ,315,9TH,907779.2,1018012
19-037438,2019-08,08/02/2019 20:20,Y, , ,1, , 41013,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4742,S GRAND BLVD,16, ,1 NORTH,4742,GRAND,891696.1,997682.1
19-038594,2019-08,08/02/2019 20:30,Y, , ,1, , 66601,5,"LARCENY-BICYCLES $500 - $24,999",4405,WEST PINE BLVD,38, , ,4405,WEST PINE,890212,1022241
19-037440,2019-08,08/02/2019 20:34,Y, , ,1, ,151130,5,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,5449,DR MARTIN LUTHER KING DR,50, , , ,DR MARTIN L KING,885245.3,1032426
19-037439,2019-08,08/02/2019 20:35,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,0,N 14TH ST / OLIVE ST,36, , , , ,905819.5,1018529
19-037493,2019-08,08/02/2019 20:45,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,N 9TH ST / CONVENTION PZ,35, , , , ,908133.3,1019256
19-037448,2019-08,08/02/2019 21:08,Y, , ,1, , 43012,3,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,1201,S 7TH ST,34, , ,1228,8TH,906800.8,1013012
19-037446,2019-08,08/02/2019 21:16,Y, , ,1, ,250000,4,LOITERING-BEGGING,101,N BROADWAY,35,CALECO S, ,101,BROADWAY,908732.9,1017197
19-037873,2019-08,08/02/2019 21:33,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY,4019,CAMELLIA AVE,69, , ,4019,CAMELLIA,895171.3,1034302
19-037447,2019-08,08/02/2019 21:41,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N FLORISSANT AVE / MONTGOMERY,60, , , , ,906017.6,1025626
19-037449,2019-08,08/02/2019 21:45,Y, , ,1, , 43013,6,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,4016,W FLORISSANT AVE,68, ,ON SIDEWALK IN FRONT OF VACANT LOCAT, , ,900372.1,1034147
19-037449,2019-08,08/02/2019 21:45,Y, , ,1, , 43013,6,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,4016,W FLORISSANT AVE,68, ,ON SIDEWALK IN FRONT OF VACANT LOCAT, , ,900372.1,1034147
19-037449,2019-08,08/02/2019 21:45,Y, , ,1, , 43013,6,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,4016,W FLORISSANT AVE,68, ,ON SIDEWALK IN FRONT OF VACANT LOCAT, , ,900372.1,1034147
19-037449,2019-08,08/02/2019 21:45,Y, , ,1, , 43013,6,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,4016,W FLORISSANT AVE,68, ,ON SIDEWALK IN FRONT OF VACANT LOCAT, , ,900372.1,1034147
19-037604,2019-08,08/02/2019 22:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,6011,WASHINGTON BLVD,46, , ,6011,WASHINGTON,878999.2,1027048
19-037942,2019-08,08/02/2019 22:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,216,LOUGHBOROUGH AVE,1, , ,216,LOUGHBOROUGH,890592.9,990441.3
19-037843,2019-08,08/02/2019 22:15,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3401,GOODFELLOW BLVD,50, , ,3401,GOODFELLOW,885193.6,1037577
19-037471,2019-08,08/02/2019 22:40,Y, , ,1, ,263120,5,OBSTRUCT GOVRN OP-FALSE REPORT,6005,DELMAR BLVD,48, ,@DELMAR METROLINK,731,HODIAMONT,878924.7,1027478
19-037453,2019-08,08/02/2019 22:40,Y, , ,1, , 31111,3,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3644,IOWA AVE,19, , ,3644,IOWA,897506.5,1003332
19-037451,2019-08,08/02/2019 22:40,Y, , ,1, ,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG,3816,IOWA AVE,16, , ,3816,IOWA,897346.1,1002330
