Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
19-049919,2019-10,10/3/19 23:45,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500,4465,MANCHESTER AVE,39, , ,4400,MANCHESTER,888440.3,1017117
19-050725,2019-10,10/4/19 0:01,Y, , ,1, ,112010,3,FRAUD-CREDIT DEVICE/OVER $150,2280,S JEFFERSON AVE,23, , ,2280,JEFFERSON,899637.2,1010245
19-049964,2019-10,10/4/19 0:01,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,310,BATES ST,1, , ,310,BATES,893268.2,993942.5
19-049681,2019-10,10/4/19 0:40,Y, , ,1, ,69603,5,"LARC-ALL OTH/FRM PRSN/$500 - $24,999",4140,WASHINGTON AVE,38, , ,4140,WASHINGTON,893135.4,1023678
19-049683,2019-10,10/4/19 0:45,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",3610,GRANDEL SQ,77, , ,3610,GRANDEL,897142.8,1022125
19-049680,2019-10,10/4/19 0:45,Y, , ,1, ,152200,1,WEAPONS-CITY VIOL/DISCHRGING IN CITY,7519,ALASKA AVE,1, , ,827,KOELN,887196.4,990181.6
19-049682,2019-10,10/4/19 1:20,Y, , ,1, ,266510,1,PUBLIC ORDER-TRESPASSING,4116,LOUIS ST,4, , ,4116,LOUIS,882799.6,992883.6
19-049684,2019-10,10/4/19 1:25,Y, , ,1, ,41013,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4100,MANCHESTER AVE,39, ,@BAR- ATTITUDES, , ,891534.1,1017455
19-049684,2019-10,10/4/19 1:25,Y, , ,1, ,41013,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4100,MANCHESTER AVE,39, ,@BAR- ATTITUDES, , ,891534.1,1017455
19-049690,2019-10,10/4/19 2:00,Y, , ,1, ,91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3214,DR MARTIN LUTHER KING DR,59, , ,1237,HODIAMONT,899059.7,1023406
19-049688,2019-10,10/4/19 2:25,Y, , ,1, ,38111,6,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,8537,HORNSBY AVE,74, , , , ,0,0
19-051125,2019-10,10/4/19 2:30,Y, , ,1, ,64601,6,"LARCENY-FROM MTR VEH $500 - $24,999",5435,PARTRIDGE AVE,72,ENGINE CO 27, ,5435,PARTRIDGE,891061,1045301
19-049686,2019-10,10/4/19 2:35,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,3937,W FLORISSANT AVE,66, , ,3937,FLORISSANT,900962.7,1034068
19-049687,2019-10,10/4/19 3:10,Y, , ,1, ,182400,5,DRUGS-POSSESSION/MARIJUANA,711,N EUCLID AVE,53, , ,711,EUCLID,888503.4,1026317
19-049865,2019-10,10/4/19 3:30,Y, , ,1, ,72113,2,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,2819,WATSON RD,11, , ,2819,WATSON,880138.9,1010834
19-049689,2019-10,10/4/19 4:05,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N 17TH ST / DELMAR BLVD,36, , , , ,905126.3,1020099
19-049691,2019-10,10/4/19 4:59,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,S 9TH ST / I 64 WESTBOUND,35, , ,400,KINGSHIGHWAY,907295.1,1016338
19-049695,2019-10,10/4/19 6:15,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4705,ASHLAND AVE,56, , ,4722,ASHLAND,892677.1,1033046
19-049708,2019-10,10/4/19 6:27,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,7840,N BROADWAY,74,STREET,STREET, , ,897257.9,1046336
19-049697,2019-10,10/4/19 6:52,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,5949,COTE BRILLIANTE AVE,50, , ,5949,COTE BRILLIANTE,882201.9,1035135
19-049701,2019-10,10/4/19 6:55,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,519,EICHELBERGER ST,1, , ,519,EICHELBERGER,893030.8,995310.5
19-049693,2019-10,10/4/19 6:58,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,420,N 6TH ST,35,PARKING GARAGE,PARKING GARAGE,420,6TH,908992.6,1018056
19-049696,2019-10,10/4/19 7:18,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,319,S 4TH ST,35, , ,320,BROADWAY,908625.1,1015638
19-049746,2019-10,10/4/19 8:10,Y, , ,1, ,71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3517,ITASKA ST,16, , ,3517,ITASKA,892367.9,997928.2
19-049709,2019-10,10/4/19 8:19,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,N BROADWAY / E CARRIE AVE,79, , , , ,900400.6,1038447
19-049714,2019-10,10/4/19 8:20,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3182,S GRAND BLVD,25, , , , ,893829,1007322
19-049710,2019-10,10/4/19 8:25,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,S GRAND BLVD / I 44 EASTBOUND,26, , , , ,894721.8,1013493
19-049723,2019-10,10/4/19 8:29,Y, , ,1, ,182250,5,DRUGS-POSSESSION/COCAINE,1384,MONTCLAIR AVE,78, , ,1384,MONTCLAIR,883878.8,1031613
19-049721,2019-10,10/4/19 8:33,Y, , ,1, ,44012,3,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 2ND DEGRE",0,S 12TH ST / GRAVOIS AVE,21, ,BUS STOP, , ,903441,1011069
19-049732,2019-10,10/4/19 8:50,Y, , ,1, ,263899,5,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,5895,RIDGE AVE,78,ON THE STREET, , , ,881858.6,1033244
19-050287,2019-10,10/4/19 9:00,Y, , ,1, ,51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4145,HUMPHREY ST,15, , ,4145,HUMPHREY,889519.8,1007305
19-050812,2019-10,10/4/19 9:00,Y, , ,1, ,115100,2,FRAUD-STEALING BY DECEIT/OVER $150,6724,SCANLAN AVE,9, , ,6724,SCANLAN,876030.3,1009388
19-052116,2019-10,10/4/19 9:20,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,3409,BELT AVE,50, , ,3409,BELT,887302.3,1036737
19-051685,2019-10,10/4/19 9:26,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3048,WHITTIER ST,56, , ,3048,WHITTIER,896851.4,1030368
19-053159,2019-10,10/4/19 9:27,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,5425,BLOW ST,6, , ,5425,BLOW,879344.9,997443.4
19-049725,2019-10,10/4/19 9:40,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,1401,CLARK AVE,36,ENTERPRISE CENTER,@SCOTTRADE CENTER, , ,905209.3,1017077
19-052456,2019-10,10/4/19 10:00,Y, , ,1, ,69702,5,LARCENY-ALL OTHER UNDER $500,6042,PERSHING AVE,46, , ,6042,PERSHING,878437.4,1025317
19-051468,2019-10,10/4/19 10:00,Y, , ,1, ,69702,2,LARCENY-ALL OTHER UNDER $500,7022,JAMIESON AVE,8, , ,7022,JAMIESON,877335.9,997407.8
19-051203,2019-10,10/4/19 10:00,Y, , ,1, ,67601,6,"LARCENY-FROM BUILDING $500 - $24,999",4335,COLLEGE AVE,67, , ,4335,COLLEGE,900683.6,1033580
19-050236,2019-10,10/4/19 10:00,Y, , ,1, ,52312,6,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,420,E DE SOTO AVE,64, , ,420,DE SOTO,905047.8,1036299
19-049735,2019-10,10/4/19 10:03,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,956,BELLERIVE BLVD,1, , ,956,BELLERIVE,890726,995135.9
19-049737,2019-10,10/4/19 10:09,Y, , ,1, ,130000,3,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",3751,S JEFFERSON AVE,19, , , , ,898162.7,1002525
19-049804,2019-10,10/4/19 11:00,Y, , ,1, ,51122,3,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,3427,PENNSYLVANIA AVE,19, , ,3427,PENNSYLVANIA,896256.4,1005066
19-049753,2019-10,10/4/19 11:00,Y, , ,1, ,69702,3,LARCENY-ALL OTHER UNDER $500,0,@PARK - LAFAYETTE : XY(9013460,32,LAFAYETTE PARK, , , ,901346.1,1013376
19-049749,2019-10,10/4/19 11:03,Y, , ,1, ,63701,2,LARCENY-SHOPLIFT UNDER $500,3503,BAMBERGER AVE,15, , ,3503,BAMBERGER,892167.1,1005372
19-049755,2019-10,10/4/19 11:19,Y, , ,1, ,182999,5,DRUGS-POSSESSION/OTHR UNSPEC DRUG,0,BURD AVE / MINERVA AVE,78, , , , ,883910,1031200
19-049764,2019-10,10/4/19 11:30,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",1106,UNION BLVD,51, ,LIBRARY- CABANNE BRANCH,1106,UNION,885269.9,1028282
19-050414,2019-10,10/4/19 12:00,Y, , ,1, ,111120,6,FRAUD-BAD CHECK/INSUF FUNDS/UNDER $150,3933,N EUCLID AVE,69, , ,3933,EUCLID,892117.3,1035556
19-049762,2019-10,10/4/19 12:10,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3758,S BROADWAY,18, ,STREET,3758,BROADWAY,898566.3,1002481
19-049760,2019-10,10/4/19 12:12,Y, , ,1, ,266510,6,PUBLIC ORDER-TRESPASSING,4216,W NATURAL BRIDGE AVE,56, ,@MIDWEST PETROLEUM - W NATURAL BRIDG,4216,NATURAL BRIDGE,896133.8,1032337
19-049769,2019-10,10/4/19 12:25,Y, , ,1, ,51112,6,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,2055,E PRAIRIE AVE,66, ,TWO FAMILY CONVERTED INTO A SINGLE F,2055,PRAIRIE,902189.5,1033893
19-053388,2019-10,10/4/19 12:27,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
19-049763,2019-10,10/4/19 12:30,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4946,GERALDINE AVE,71, ,SINGLE FAMILY DWELLING,4946,GERALDINE,892376.6,1039877
19-053390,2019-10,10/4/19 12:30,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
19-049840,2019-10,10/4/19 12:47,Y, , ,1, ,69702,3,LARCENY-ALL OTHER UNDER $500,2654,RUTGER ST,31, , ,2654,RUTGER,899779.6,1014893
19-050082,2019-10,10/4/19 12:59,Y, , ,1, ,51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5371,ARSENAL ST,13, , ,5371,ARSENAL,883511.3,1009674
19-049778,2019-10,10/4/19 13:29,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,I 70 WESTBOUND / WALNUT ST,35, ,@I 44 EASTBOUND / WALNUT ST, , ,909432,1016184
19-049825,2019-10,10/4/19 13:55,Y, , ,1, ,67701,5,LARCENY-FROM BUILDING UNDER $500,1451,N KINGSHIGHWAY BLVD,51,PHILLIPS 66 GAS STATION, ,1611,KINGSHIGHWAY,888171.9,1030307
19-049827,2019-10,10/4/19 14:00,Y, , ,1, ,71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3420,BLAIR AVE,65, , ,3420,BLAIR,906229.4,1028793
19-049791,2019-10,10/4/19 14:20,Y, , ,1, ,69703,6,LARCENY-ALL OTH/FRM PRSN/UNDER $500,4232,E KOSSUTH AVE,68, , ,4232,KOSSUTH,897476.8,1033423
19-050348,2019-10,10/4/19 15:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4105,C D BANKS AVE,58, , ,4105,C D BANKS,894339.2,1025007
19-050196,2019-10,10/4/19 15:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4427,GERALDINE AVE,70, , ,4427,GERALDINE,891119.8,1038844
19-049783,2019-10,10/4/19 15:00,Y, , ,1, ,250000,4,LOITERING-BEGGING,800,N 3RD ST,35, , ,800,3RD,910107.5,1018787
19-049787,2019-10,10/4/19 15:00,Y, , ,1, ,43023,5,AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 3RD DEGREE,0,MAFFITT AVE / N NEWSTEAD AVE,57, , , , ,894135.1,1030437
19-049821,2019-10,10/4/19 15:14,Y, , ,1, ,63701,2,LARCENY-SHOPLIFT UNDER $500,7339,GRAVOIS AVE,88, ,@WALGREENS - GRAVOIS AND HAMPTON,7339,GRAVOIS,878828.2,994423.4
19-049810,2019-10,10/4/19 15:20,Y, , ,1, ,36111,4,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,3622,PAGE BLVD,77, ,@EBONY MOTEL,3622,PAGE,897824.8,1024131
19-049904,2019-10,10/4/19 15:30,Y, , ,1, ,69602,2,"LARCENY-ALL OTHER $500 - $24,999",0,FAIRVIEW AVE / OAK HILL AVE,15, , , , ,889885.3,1005902
19-049797,2019-10,10/4/19 15:32,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,2502,HAMILTON AVE,50, , , , ,882882.9,1035278
19-049802,2019-10,10/4/19 15:42,Y, , ,1, ,91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,4949,BARNES JEWISH HOSPITAL PLZ,38,BARNES-JEWISH HOSPITAL, ,4949, ,887396.8,1020150
19-049802,2019-10,10/4/19 15:42,Y, , ,1, ,91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,4949,BARNES JEWISH HOSPITAL PLZ,38,BARNES-JEWISH HOSPITAL, ,4949, ,887396.8,1020150
19-049802,2019-10,10/4/19 15:42,Y, , ,1, ,91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,4949,BARNES JEWISH HOSPITAL PLZ,38,BARNES-JEWISH HOSPITAL, ,4949, ,887396.8,1020150
19-049806,2019-10,10/4/19 15:57,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,HALLS FERRY CIR / RIVERVIEW BL,74, , , , ,894483.7,1052056
19-049803,2019-10,10/4/19 15:59,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,4700,DELMAR BLVD,38, , , , ,889340.9,1025914
19-049924,2019-10,10/4/19 16:00,Y, , ,1, ,65701,0,LARCENY-MTR VEH PARTS UNDER $500,0,UNKNOWN,0, , ,5500,TENNESSEE,0,0
19-050657,2019-10,10/4/19 16:00,Y, , ,1, ,69602,2,"LARCENY-ALL OTHER $500 - $24,999",4147,FLAD AVE,27, , ,4147,FLAD,890829,1012054
19-050259,2019-10,10/4/19 16:00,Y, , ,1, ,52330,4,BURGLARY-BUSINESS/UNK TIME/FORC ENT/OCCUPIED,101,CHOUTEAU AVE,35,FOUR SEASON DISTRIBUTORS, ,101,CHOUTEAU,908906.1,1013216
19-049852,2019-10,10/4/19 16:08,Y, , ,1, ,117000,4,FAILURE TO RETURN BORROWED/RENTED VEHICL,1000,WASHINGTON AVE,35, , ,1000,WASHINGTON,907483,1018737
19-049815,2019-10,10/4/19 16:25,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5841,KENNERLY AVE,50, ,REAR ALLEY,5821,KENNERLY,883730.3,1035643
19-049817,2019-10,10/4/19 16:30,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4325,THOLOZAN AVE,15, , ,4235,THOLOZAN,887724.5,1004998
19-049809,2019-10,10/4/19 16:35,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,7400,HALL ST,79, , ,7400,HALL,899783.6,1044659
19-049814,2019-10,10/4/19 16:45,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1455,E DE SOTO AVE,66,PROPERTY OWNER RESIDENCE, ,1455,DE SOTO,903089.9,1034846
19-050266,2019-10,10/4/19 17:00,Y, , ,1, ,71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4217,N GRAND BLVD,67, , ,4217,GRAND,902185.9,1031928
19-049936,2019-10,10/4/19 17:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1320,UNION BLVD,51, , ,1322,UNION,885561.6,1029754
19-049993,2019-10,10/4/19 17:00,Y, , ,1, ,52312,2,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,4609,BECK AVE,15,SONNY CYCLE, ,4609,BECK,886123.4,1004610
19-049820,2019-10,10/4/19 17:02,Y, , ,1, ,63701,2,LARCENY-SHOPLIFT UNDER $500,7339,GRAVOIS AVE,88, ,@WALGREENS - GRAVOIS AND HAMPTON,7339,GRAVOIS,878828.2,994423.4
19-049813,2019-10,10/4/19 17:10,Y, , ,1, ,263299,3,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,3345,MINNESOTA AVE,30, , ,3345,MINNESOTA,895995.6,1005592
19-049908,2019-10,10/4/19 17:25,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3900,LACLEDE AVE,38,KALDI S COFFEE, ,3900,LACLEDE,893826.1,1020467
19-050547,2019-10,10/4/19 17:30,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500,3969,HARTFORD ST,15, , ,3969,HARTFORD,891082.6,1008506
19-050086,2019-10,10/4/19 18:00,Y, , ,1, ,72113,4,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,2665,SCOTT AVE,37, , ,2665,SCOTT,900140.8,1017364
19-051213,2019-10,10/4/19 18:00,Y, , ,1, ,71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1116,S 13TH ST,33, , ,1116,13TH,904954.1,1014006
19-051570,2019-10,10/4/19 18:00,Y, , ,1, ,67601,2,"LARCENY-FROM BUILDING $500 - $24,999",1465,S GRAND BLVD,29,CARDINAL GLENNON HOSPITAL, ,1465,GRAND,894852.6,1015265
19-050150,2019-10,10/4/19 18:00,Y, , ,1, ,65701,5,LARCENY-MTR VEH PARTS UNDER $500,4324,ENRIGHT AVE,58, , ,4324,ENRIGHT,892120.3,1025183
19-049850,2019-10,10/4/19 18:00,Y, , ,1, ,51222,6,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,4857,FARLIN AVE,69, , ,4857,FARLIN,892961,1035749
19-049829,2019-10,10/4/19 18:15,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4166,LINDELL BLVD,38, , ,4166,LINDELL,892113.6,1021985
19-049823,2019-10,10/4/19 18:17,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,710,RUSSELL BLVD,20,PHILLIPS 66,PARKING LOT,710,RUSSELL,905000.3,1009683
19-049861,2019-10,10/4/19 18:35,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,910,MORRISON AVE,34, , ,910,MORRISON,906078.6,1012891
19-049832,2019-10,10/4/19 19:05,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,MCLARAN AVE / RIVERVIEW BLVD,74, , , , ,894000,1049676
19-049832,2019-10,10/4/19 19:05,Y, , ,1, ,41021,6,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,0,MCLARAN AVE / RIVERVIEW BLVD,74, , , , ,894000,1049676
19-049832,2019-10,10/4/19 19:05,Y, , ,1, ,41021,6,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,0,MCLARAN AVE / RIVERVIEW BLVD,74, , , , ,894000,1049676
19-049836,2019-10,10/4/19 19:12,Y, , ,1, ,182999,1,DRUGS-POSSESSION/OTHR UNSPEC DRUG,4500,DRESDEN AVE,5, , , , ,884876.3,998859.6
19-049837,2019-10,10/4/19 19:20,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,W FLORISSANT AVE / HILLER PL,76, , , , ,891014,1047269
19-050334,2019-10,10/4/19 19:30,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,7038,ETHEL AVE,44, , ,7038,ETHEL,875303.6,1018918
19-049874,2019-10,10/4/19 19:30,Y, , ,1, ,64601,6,"LARCENY-FROM MTR VEH $500 - $24,999",1819,SWITZER AVE,73,LOUISA FOOD PRODUCT, ,1819,SWITZER,891417.7,1049960
19-049834,2019-10,10/4/19 19:35,Y, , ,1, ,91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4151,PLEASANT ST,67, , ,4151,PLEASANT,902581.4,1031275
19-050252,2019-10,10/4/19 19:45,Y, , ,1, ,31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1600,PINE ST,36, , , , ,904957.8,1018479
19-049841,2019-10,10/4/19 19:45,Y, , ,1, ,69702,5,LARCENY-ALL OTHER UNDER $500,731,HODIAMONT AVE,48,DELMAR EASTBOUND  PLATFORM,@METROLINK - DELMAR,731,HODIAMONT,878834.8,1027680
19-051686,2019-10,10/4/19 20:14,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3048,WHITTIER ST,56, , ,3048,WHITTIER,896851.4,1030368
19-049842,2019-10,10/4/19 20:15,Y, , ,1, ,69702,4,LARCENY-ALL OTHER UNDER $500,1222,SPRUCE ST,35, , ,1222,SPRUCE,906084.9,1016333
19-049849,2019-10,10/4/19 20:35,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5544,EMERSON AVE,71, , ,5544,EMERSON,894046.2,1042639
19-049849,2019-10,10/4/19 20:35,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5544,EMERSON AVE,71, , ,5544,EMERSON,894046.2,1042639
19-049849,2019-10,10/4/19 20:35,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5544,EMERSON AVE,71, , ,5544,EMERSON,894046.2,1042639
19-049929,2019-10,10/4/19 21:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2929,LAMBDIN AVE,56,MOUNT CHAPEL M.B. CHURCH,CHURCH,2929,LAMBDIN,895598.9,1030434
19-049859,2019-10,10/4/19 21:00,Y, , ,1, ,41013,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,6001,GRAVOIS AVE,6,HOUSE, ,6001,GRAVOIS,884098.5,998875.6
19-049844,2019-10,10/4/19 21:04,Y, , ,1, ,41013,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,2057,E DE SOTO AVE,66, , ,2057,DE SOTO,902220.4,1034225
19-049846,2019-10,10/4/19 21:20,Y, , ,1, ,250000,4,LOITERING-BEGGING,0,MEMORIAL DR / WASHINGTON AVE,35, , , , ,909836.6,1018269
19-049847,2019-10,10/4/19 21:20,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,4206,S GRAND BLVD,16, , ,4206,GRAND,893375.8,1000297
19-050451,2019-10,10/4/19 21:29,Y, , ,1, ,51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1440,KEALTY LN,33,PEABODY COMPLEX, ,1440,KEALTY,904285,1014042
19-049853,2019-10,10/4/19 21:30,Y, , ,1, ,41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3742,COTTAGE AVE,59,COTTAGE AVENUE,IN THE STREET,3742,COTTAGE,898407.4,1027015
19-049853,2019-10,10/4/19 21:30,Y, , ,1, ,41012,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 2ND DEGREE,3742,COTTAGE AVE,59,COTTAGE AVENUE,IN THE STREET,3742,COTTAGE,898407.4,1027015
19-050310,2019-10,10/4/19 21:45,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6900,CLAYTON AVE,44, ,@LINDELL BANK,6900,CLAYTON,876073.4,1019101
19-049855,2019-10,10/4/19 21:50,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3501,S GRAND BLVD,15, ,@TACO BELL - 3501 S GRAND,3501,GRAND,893356,1005075
19-049969,2019-10,10/4/19 22:00,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3420,CALIFORNIA AVE,19, , ,3420,CALIFORNIA,897430.2,1004939
19-049857,2019-10,10/4/19 22:36,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,3501,S GRAND BLVD,15, ,@TACO BELL - GRAND, , ,893356,1005075
19-051371,2019-10,10/4/19 23:00,Y, , ,1, ,91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,1530,S 7TH ST,20,BOTTOM LINE SPORTS BAR AND GRILL, ,1530,7TH,906237.8,1011521
19-052341,2019-10,10/4/19 23:00,Y, , ,1, ,65701,2,LARCENY-MTR VEH PARTS UNDER $500,4410,CHOUTEAU AVE,39, , ,4410,CHOUTEAU,889198.6,1018238
19-049927,2019-10,10/4/19 23:00,Y, , ,1, ,65701,3,LARCENY-MTR VEH PARTS UNDER $500,3110,MAGNOLIA AVE,25, , ,3110,MAGNOLIA,896533.8,1009213
19-051371,2019-10,10/4/19 23:00,Y, , ,1, ,43012,3,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,1530,S 7TH ST,20,BOTTOM LINE SPORTS BAR AND GRILL, ,1530,7TH,906237.8,1011521
19-050537,2019-10,10/4/19 23:30,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,MANCHESTER AVE / S SARAH ST,39, , , , ,891581.2,1017561
19-049862,2019-10,10/4/19 23:40,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,S 9TH ST / GEYER AVE,21, , , , ,904726.7,1010599
19-049868,2019-10,10/4/19 23:45,Y, , ,1, ,10000,6,HOMICIDE,5530,ERA AVE,76, , ,5531,MIMIKA,889809.7,1046675
19-029796,2019-10,10/5/18 22:00,Y, , ,1, ,171200,4,SEX OFFNS-STATUATORY RAPE/FIRST,800,OLIVE ST,35, , ,800,OLIVE,0,0
19-050117,2019-10,10/5/19 0:01,Y, , ,1, ,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,710,N 15TH ST,36,EUROPE NIGHT CLUB, ,919,JEFFERSON,905945.6,1019607
19-049905,2019-10,10/5/19 0:01,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500,4243,MANCHESTER AVE,39,BAR- THE GRAMOPHONE, ,4243,MANCHESTER,889986.6,1017365
